Date,Series,Value
2018-07-17,Average Tone,-1.0156
2018-07-18,Average Tone,-0.9155
2018-07-19,Average Tone,-0.9086
2018-07-20,Average Tone,-1.0021
2018-07-21,Average Tone,-1.0396
2018-07-22,Average Tone,-1.3704
2018-07-23,Average Tone,-1.3701
2018-07-24,Average Tone,-1.037
2018-07-25,Average Tone,-1.1029
2018-07-26,Average Tone,-1.236
2018-07-27,Average Tone,-0.7757
2018-07-28,Average Tone,-0.4815
2018-07-29,Average Tone,-0.5032
2018-07-30,Average Tone,-1.1831
2018-07-31,Average Tone,-1.1485
2018-08-01,Average Tone,-1.4969
2018-08-02,Average Tone,-1.3643
2018-08-03,Average Tone,-1.7811
2018-08-04,Average Tone,-0.9989
2018-08-05,Average Tone,-1.5556
2018-08-06,Average Tone,-1.5971
2018-08-07,Average Tone,-1.1957
2018-08-08,Average Tone,-1.4161
2018-08-09,Average Tone,-1.5524
2018-08-10,Average Tone,-1.6394
2018-08-11,Average Tone,-1.5053
2018-08-12,Average Tone,-1.5375
2018-08-13,Average Tone,-1.2692
2018-08-14,Average Tone,-1.2326
2018-08-15,Average Tone,-1.3866
2018-08-16,Average Tone,-1.286
2018-08-17,Average Tone,-1.3231
2018-08-18,Average Tone,-1.4245
2018-08-19,Average Tone,-1.9782
2018-08-20,Average Tone,-1.2241
2018-08-21,Average Tone,-1.0273
2018-08-22,Average Tone,-1.1667
2018-08-23,Average Tone,-1.532
2018-08-24,Average Tone,-1.3749
2018-08-25,Average Tone,-1.1274
2018-08-26,Average Tone,-1.4016
2018-08-27,Average Tone,-1.218
2018-08-28,Average Tone,-1.3413
2018-08-29,Average Tone,-1.341
2018-08-30,Average Tone,-1.5812
2018-08-31,Average Tone,-1.5708
2018-09-01,Average Tone,-0.9707
2018-09-02,Average Tone,-1.3744
2018-09-03,Average Tone,-1.1727
2018-09-04,Average Tone,-0.9105
2018-09-05,Average Tone,-1.009
2018-09-06,Average Tone,-1.3413
2018-09-07,Average Tone,-0.9947
2018-09-08,Average Tone,-0.7106
2018-09-09,Average Tone,-0.4836
2018-09-10,Average Tone,-0.546
2018-09-11,Average Tone,-0.5543
2018-09-12,Average Tone,-0.5048
2018-09-13,Average Tone,-0.8837
2018-09-14,Average Tone,-0.92
2018-09-15,Average Tone,-1.4567
2018-09-16,Average Tone,-1.6872
2018-09-17,Average Tone,-1.0465
2018-09-18,Average Tone,-1.1257
2018-09-19,Average Tone,-1.1469
2018-09-20,Average Tone,-1.4234
2018-09-21,Average Tone,-1.8671
2018-09-22,Average Tone,-2.0446
2018-09-23,Average Tone,-1.556
2018-09-24,Average Tone,-1.5552
2018-09-25,Average Tone,-1.0579
2018-09-26,Average Tone,-1.4383
2018-09-27,Average Tone,-1.0063
2018-09-28,Average Tone,-0.9391
2018-09-29,Average Tone,-1.347
2018-09-30,Average Tone,-0.972
2018-10-01,Average Tone,-0.7059
2018-10-02,Average Tone,-1.1973
2018-10-03,Average Tone,-1.2905
2018-10-04,Average Tone,-1.7411
2018-10-05,Average Tone,-2.089
2018-10-06,Average Tone,-1.0655
2018-10-07,Average Tone,-2.2681
2018-10-08,Average Tone,-1.5314
2018-10-09,Average Tone,-1.2402
2018-10-10,Average Tone,-1.074
2018-10-11,Average Tone,-1.5593
2018-10-12,Average Tone,-1.2085
2018-10-13,Average Tone,-1.473
2018-10-14,Average Tone,-1.1568
2018-10-15,Average Tone,-1.3888
2018-10-16,Average Tone,-1.1755
2018-10-17,Average Tone,-1.0987
2018-10-18,Average Tone,-1.4893
2018-10-19,Average Tone,-1.0431
2018-10-20,Average Tone,-1.2306
2018-10-21,Average Tone,-1.399
2018-10-22,Average Tone,-1.2599
2018-10-23,Average Tone,-1.1511
2018-10-24,Average Tone,-1.193
2018-10-25,Average Tone,-1.102
2018-10-26,Average Tone,-1.2705
2018-10-27,Average Tone,-1.1593
2018-10-28,Average Tone,-1.178
2018-10-29,Average Tone,-1.1134
2018-10-30,Average Tone,-1.0636
2018-10-31,Average Tone,-1.0586
2018-11-01,Average Tone,-1.1309
2018-11-02,Average Tone,-0.9672
2018-11-03,Average Tone,-1.2936
2018-11-04,Average Tone,-1.1822
2018-11-05,Average Tone,-1.1735
2018-11-06,Average Tone,-1.2748
2018-11-07,Average Tone,-1.0187
2018-11-08,Average Tone,-0.7853
2018-11-09,Average Tone,-0.8235
2018-11-10,Average Tone,-1.1747
2018-11-11,Average Tone,-0.5402
2018-11-12,Average Tone,-0.6628
2018-11-13,Average Tone,-0.8448
2018-11-14,Average Tone,-1.3113
2018-11-15,Average Tone,-0.8424
2018-11-16,Average Tone,-0.7593
2018-11-17,Average Tone,-1.0076
2018-11-18,Average Tone,-1.149
2018-11-19,Average Tone,-1.0566
2018-11-20,Average Tone,-1.4013
2018-11-21,Average Tone,-1.7786
2018-11-22,Average Tone,-0.8899
2018-11-23,Average Tone,-1.7414
2018-11-24,Average Tone,-1.9243
2018-11-25,Average Tone,-1.1778
2018-11-26,Average Tone,-1.4307
2018-11-27,Average Tone,-0.9173
2018-11-28,Average Tone,-1.3521
2018-11-29,Average Tone,-0.4658
2018-11-30,Average Tone,-1.121
2018-12-01,Average Tone,-0.5653
2018-12-02,Average Tone,-0.8051
2018-12-03,Average Tone,-0.6709
2018-12-04,Average Tone,-1.01
2018-12-05,Average Tone,-1.051
2018-12-06,Average Tone,-1.5742
2018-12-07,Average Tone,-1.1522
2018-12-08,Average Tone,-1.0845
2018-12-09,Average Tone,-1.3674
2018-12-10,Average Tone,-1.3502
2018-12-11,Average Tone,-1.4752
2018-12-12,Average Tone,-1.5259
