Date,Series,Value
2018-10-01,Average Tone,-1.4551
2018-10-02,Average Tone,-0.8405
2018-10-03,Average Tone,-1.1065
2018-10-04,Average Tone,-2.0319
2018-10-05,Average Tone,-2.3284
2018-10-06,Average Tone,-1.8798
2018-10-07,Average Tone,-1.6324
2018-10-08,Average Tone,-1.8041
2018-10-09,Average Tone,-1.825
2018-10-10,Average Tone,-2.3547
2018-10-11,Average Tone,-3.0187
2018-10-12,Average Tone,-2.5824
2018-10-13,Average Tone,-2.5329
2018-10-14,Average Tone,-2.8962
2018-10-15,Average Tone,-2.1428
2018-10-16,Average Tone,-1.3124
2018-10-17,Average Tone,-1.4813
2018-10-18,Average Tone,-2.3072
2018-10-19,Average Tone,-2.3133
2018-10-20,Average Tone,-2.4228
2018-10-21,Average Tone,-1.8099
2018-10-22,Average Tone,-1.4942
2018-10-23,Average Tone,-2.0354
2018-10-24,Average Tone,-1.2806
2018-10-25,Average Tone,-2.1468
2018-10-26,Average Tone,-1.2559
2018-10-27,Average Tone,-1.2909
2018-10-28,Average Tone,-0.3915
2018-10-29,Average Tone,-0.886
2018-10-30,Average Tone,-1.341
2018-10-31,Average Tone,-1.1623
2018-11-01,Average Tone,-1.2975
2018-11-02,Average Tone,-1.2089
2018-11-03,Average Tone,-0.6829
2018-11-04,Average Tone,-0.7774
2018-11-05,Average Tone,-1.3623
2018-11-06,Average Tone,-1.5144
2018-11-07,Average Tone,-1.1747
2018-11-08,Average Tone,-0.8335
2018-11-09,Average Tone,-1.3298
2018-11-10,Average Tone,-0.6564
2018-11-11,Average Tone,-1.2058
2018-11-12,Average Tone,-1.4173
2018-11-13,Average Tone,-1.4987
2018-11-14,Average Tone,-1.8355
2018-11-15,Average Tone,-1.1955
2018-11-16,Average Tone,-1.6501
2018-11-17,Average Tone,-1.6998
2018-11-18,Average Tone,-1.401
2018-11-19,Average Tone,-2.2088
2018-11-20,Average Tone,-2.2102
2018-11-21,Average Tone,-2.4497
2018-11-22,Average Tone,-2.1868
2018-11-23,Average Tone,-2.2308
2018-11-24,Average Tone,-1.8676
2018-11-25,Average Tone,-1.4034
2018-11-26,Average Tone,-1.7494
2018-11-27,Average Tone,-1.5268
2018-11-28,Average Tone,-1.5046
2018-11-29,Average Tone,-1.781
2018-11-30,Average Tone,-1.8482
2018-12-01,Average Tone,-1.3102
2018-12-02,Average Tone,-1.1333
2018-12-03,Average Tone,-0.9521
2018-12-04,Average Tone,-1.2655
2018-12-05,Average Tone,-1.5209
2018-12-06,Average Tone,-3.3406
2018-12-07,Average Tone,-2.9385
2018-12-08,Average Tone,-2.9382
2018-12-09,Average Tone,-4.2744
2018-12-10,Average Tone,-3.5611
2018-12-11,Average Tone,-3.2233
2018-12-12,Average Tone,-2.1956
2018-12-13,Average Tone,-2.0749
2018-12-14,Average Tone,-2.5473
2018-12-15,Average Tone,-1.7315
2018-12-16,Average Tone,-1.2253
2018-12-17,Average Tone,-2.1591
2018-12-18,Average Tone,-1.7602
2018-12-19,Average Tone,-1.989
2018-12-20,Average Tone,-2.1684
2018-12-21,Average Tone,-2.7918
2018-12-22,Average Tone,-2.631
2018-12-23,Average Tone,-1.457
2018-12-24,Average Tone,-2.6856
2018-12-25,Average Tone,-2.23
2018-12-26,Average Tone,-2.4374
2018-12-27,Average Tone,-2.2524
2018-12-28,Average Tone,-1.8123
2018-12-29,Average Tone,-1.3635
2018-12-30,Average Tone,-1.0198
2018-12-31,Average Tone,-1.8628
2019-01-01,Average Tone,-1.2895
2019-01-02,Average Tone,-2.222
2019-01-03,Average Tone,-2.4361
2019-01-04,Average Tone,-2.15
2019-01-05,Average Tone,-1.6313
2019-01-06,Average Tone,-1.6146
2019-01-07,Average Tone,-1.4632
2019-01-08,Average Tone,-1.2453
2019-01-09,Average Tone,-1.6158
2019-01-10,Average Tone,-1.287
